basis,cumulative_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,hit_rate,average_weekly_return
before_costs,2.2872010261494853,0.486878293197327,0.20997366738082657,2.318758819953752,-0.14975778471864065,0.5961538461538461,0.008067957475804643
after_costs,1.4108401790767227,0.34087864314676697,0.20997366738082657,1.6234352021318927,-0.15850677980801653,0.5448717948717948,0.00606795747580464
