week,selected_stocks,gross_return,selected_count,market_return,market_volatility,previous_market_volatility,entry_cost,exit_cost,total_cost,net_return,gross_equity,net_equity
2024-04-05,"V, JPM",-0.03925225060218013,2,-0.006652057259871891,0.037527277193450274,0.03909269633529917,0.001,0.001,0.002,-0.04125225060218013,1.7512335155694183,1.5361282455701353
2024-04-12,"V, JPM",-0.0029638224913643985,2,-0.04035842226413812,0.04639356320383966,0.037527277193450274,0.001,0.001,0.002,-0.0049638224913643985,1.7460431702883425,1.528503177635154
2024-04-19,"V, TSLA",0.08100533352447559,2,0.029412425108274833,0.0631172415192411,0.04639356320383966,0.001,0.001,0.002,0.07900533352447558,1.8874819796456825,1.6492630809774402
2024-04-26,"BRK.B, V",-0.012512337643954763,2,0.01705033447358577,0.03880513635280332,0.0631172415192411,0.001,0.001,0.002,-0.014512337643954763,1.8638651678194755,1.6253284182825865
2024-05-03,"V, BRK.B",0.0367574576940195,2,0.013926505305701487,0.03517539850074047,0.03880513635280332,0.001,0.001,0.002,0.0347574576940195,1.9323761128729564,1.6818207020199312
2024-05-10,"JNJ, BRK.B",0.021709824316624604,2,0.01990093443110308,0.023060417808320917,0.03517539850074047,0.001,0.001,0.002,0.019709824316624602,1.9743276587970704,1.7149690925888061
2024-05-17,"JNJ, META",-0.014272608121503938,2,-0.008452853220783152,0.020269556331769377,0.023060417808320917,0.001,0.001,0.002,-0.01627260812150394,1.9461488538196137,1.6870620726046175
2024-05-24,"V, MSFT",-0.021168080152635993,2,-0.0074069445236943365,0.017126791406660197,0.020269556331769377,0.001,0.001,0.002,-0.023168080152635995,1.9049526188929995,1.6479760832840415
2024-05-31,"V, BRK.B",0.010575803278718987,2,0.016437546120926648,0.02181923592237254,0.017126791406660197,0.001,0.001,0.002,0.008575803278718987,1.9250990230456921,1.6621088019823196
2024-06-07,"V, BRK.B",-0.02425778225382913,2,0.007132245588232444,0.034631032266549434,0.02181923592237254,0.001,0.001,0.002,-0.02625778225382913,1.8784003901275905,1.618465510977695
2024-06-14,"JNJ, BRK.B",0.016058303736670276,2,0.010978792252258429,0.018007603261124116,0.034631032266549434,0.001,0.001,0.002,0.014058303736670276,1.908564314131339,1.6412183907183449
2024-06-21,"BRK.B, JNJ",-0.012148237969720699,2,0.010494610310891272,0.03372024656835871,0.018007603261124116,0.001,0.001,0.002,-0.014148237969720699,1.885378620662755,1.6179980423661797
2024-06-28,"JNJ, BRK.B",0.006465876474352927,2,0.06050359594752115,0.07767834617432816,0.03372024656835871,0.001,0.001,0.002,0.004465876474352927,1.8975692459313465,1.6252238217591322
2024-07-05,"JNJ, BRK.B",0.027742659203291442,2,-0.0117935218033981,0.03210061005200144,0.07767834617432816,0.001,0.001,0.002,0.02574265920329144,1.9502128628358666,1.6670614047317485
2024-07-12,"JNJ, JPM",0.027854525790214413,2,-0.016407014144639097,0.03299238571882375,0.03210061005200144,0.001,0.001,0.002,0.02585452579021441,2.0045351173201365,1.7101624868142564
2024-07-19,"JNJ, TSLA",-0.021319834315885244,2,-0.01882711998088521,0.03480609331615863,0.03299238571882375,0.001,0.001,0.002,-0.023319834315885246,1.9617987607384975,1.6702817809685058
2024-07-26,"TSLA, JPM",-0.058454568130658247,2,-0.015351987549320555,0.042864824590136456,0.03480609331615863,0.001,0.001,0.002,-0.06045456813065825,1.847122661420268,1.569305617243548
2024-08-02,"BRK.B, TSLA",-0.014603188440311332,2,-0.0026307292166185214,0.02951077839003064,0.042864824590136456,0.001,0.001,0.002,-0.016603188440311334,1.8201487811231787,1.5432501403600143
2024-08-09,"BRK.B, AAPL",0.03816070249887027,2,0.03257386769519881,0.02694388208577664,0.02951077839003064,0.001,0.001,0.002,0.03616070249887027,1.8896069372633015,1.5990551495669127
2024-08-16,"BRK.B, JNJ",0.024846505355772597,2,0.010642382843496001,0.011714505887911208,0.02694388208577664,0.001,0.001,0.002,0.022846505355772595,1.936557066150319,1.6355879716056692
2024-08-23,"V, JNJ",0.025800643319594974,2,0.00952720775957212,0.024017623415440174,0.011714505887911208,0.001,0.001,0.002,0.023800643319594972,1.9865214842821048,1.6745160175356755
2024-08-30,"GOOGL, V",-0.03270453515545374,2,-0.0332607514033884,0.02421388166147076,0.024017623415440174,0.001,0.001,0.002,-0.03470453515545374,1.9215532225623364,1.6164027175367381
2024-09-06,"JNJ, V",0.017749763039066058,2,0.032532317402544655,0.04519848834099116,0.02421388166147076,0.001,0.001,0.002,0.015749763039066056,1.9556603369297714,1.6418606773136444
2024-09-13,"JNJ, BRK.B",0.004492968940078557,2,0.024155835803499438,0.023542335170688156,0.04519848834099116,0.001,0.001,0.002,0.0024929689400785566,1.9644470580809403,1.6459537849861237
2024-09-20,"JNJ, V",-0.025262104561074417,2,0.002015418481838249,0.03473410917637472,0.023542335170688156,0.001,0.001,0.002,-0.02726210456107442,1.9148209910950047,1.601081620797136
2024-09-27,"JNJ, AAPL",-0.0056116764085725745,2,0.0011993329171701484,0.02509408998343874,0.03473410917637472,0.001,0.001,0.002,-0.007611676408572575,1.9040756353126373,1.5888947055959153
2024-10-04,"AAPL, V",0.0014915024638377239,2,-0.009010356663248443,0.04649101063385761,0.02509408998343874,0.001,0.001,0.002,-0.0005084975361622762,1.9069155688140396,1.5880867565528987
2024-10-11,"V, AAPL",0.0393689196197724,2,0.012212375757068484,0.018922450708134267,0.04649101063385761,0.001,0.001,0.002,0.0373689196197724,1.981988774564372,1.647431842907749
2024-10-18,"AAPL, BRK.B",-0.01924536245925179,2,0.01348609179081096,0.07436640616884675,0.018922450708134267,0.001,0.001,0.002,-0.021245362459251793,1.9438446822077124,1.6124315562782607
2024-10-25,"JNJ, AAPL",-0.020696610487750455,2,-0.00477279407779031,0.03927553324457669,0.07436640616884675,0.001,0.001,0.002,-0.022696610487750457,1.9036136859713744,1.5758348253072558
2024-11-01,"JNJ, BRK.B",-0.0020877991675504193,2,0.05889180007858439,0.08535425398834344,0.03927553324457669,0.001,0.001,0.002,-0.004087799167550419,1.8996393229024657,1.569393129020168
2024-11-08,"BRK.B, TSLA",0.006634154424671357,2,-0.009929699654149138,0.026641421503591715,0.08535425398834344,0.001,0.001,0.002,0.004634154424671357,1.9122418235217786,1.5766659391330655
2024-11-15,"JNJ, AAPL",0.01462092662127501,2,0.010005743156224368,0.03742794282358764,0.026641421503591715,0.001,0.001,0.002,0.01262092662127501,1.9402005709056238,1.5965649242571278
2024-11-22,"TSLA, JNJ",-0.007002419079085276,2,0.017604744581562293,0.0198179780545493,0.03742794282358764,0.001,0.001,0.002,-0.009002419079085276,1.926614473410662,1.582191977721997
2024-11-29,"TSLA, JNJ",0.04543962530628587,2,0.03255601415378541,0.05560040687660181,0.0198179780545493,0.001,0.001,0.002,0.04343962530628587,2.0141591131921097,1.650921804396852
2024-12-06,"TSLA, BRK.B",0.047000006033340536,2,0.01722478264563655,0.049419800470281224,0.05560040687660181,0.001,0.001,0.002,0.045000006033340534,2.108824603664247,1.7252132955552837
2024-12-13,"V, JPM",-0.0001579977830618029,2,-0.011685370181601495,0.023297992835877596,0.049419800470281224,0.001,0.001,0.002,-0.002157997783061803,2.108491414052002,1.7214902890881667
2024-12-20,"TSLA, BRK.B",0.016239093607197996,2,0.007165719593427133,0.012166188690218273,0.023297992835877596,0.001,0.001,0.002,0.014239093607197996,2.142731403494766,1.7460027504583757
2024-12-27,"BRK.B, JNJ",-0.006195556203252017,2,-0.012412586925180435,0.020627245551429505,0.012166188690218273,0.001,0.001,0.002,-0.008195556203252017,2.129455990655941,1.7316932867859616
2025-01-03,"JNJ, V",-0.018818059304168744,2,-0.014952940628187006,0.016138692951068973,0.020627245551429505,0.001,0.001,0.002,-0.020818059304168746,2.0893837615381603,1.6956427932450207
2025-01-10,"JNJ, JPM",0.057701928856362716,2,0.033432935474231276,0.034386710339992556,0.016138692951068973,0.001,0.001,0.002,0.055701928856362715,2.2099452347000748,1.790093367480159
2025-01-17,"MSFT, V",0.03406722250040084,2,0.011801389731983525,0.03317406977297455,0.034386710339992556,0.001,0.001,0.002,0.03206722250040084,2.285231930724303,1.847496689791637
2025-01-24,"JNJ, V",0.03571655264086038,2,0.017718457521214502,0.03666952594569033,0.03317406977297455,0.001,0.001,0.002,0.033716552640860376,2.366852537274593,1.9097879091868117
2025-01-31,"JNJ, META",0.021571848070826793,2,-0.018011117508367414,0.049377783937482836,0.03666952594569033,0.001,0.001,0.002,0.01957184807082679,2.417909920614731,1.9471659879929182
2025-02-07,"JNJ, TSLA",0.0019023743954175165,2,0.014037288352248534,0.02569634878049491,0.049377783937482836,0.001,0.001,0.002,-9.762560458248352e-05,2.422509690538135,1.946975894736118
2025-02-14,"JNJ, META",-0.012201572595809007,2,-0.021408031529036153,0.035595344641715994,0.02569634878049491,0.001,0.001,0.002,-0.014201572595809007,2.392951262684983,1.9193257752247328
2025-02-21,"V, BRK.B",0.05699083004240746,2,-0.013750454746998953,0.055410367053958035,0.035595344641715994,0.001,0.001,0.002,0.05499083004240746,2.5293275413964276,2.0248710927261278
2025-02-28,"TSLA, MSFT",-0.05636198663267983,2,-0.038598952620228756,0.04094121012465354,0.055410367053958035,0.001,0.001,0.002,-0.05836198663267983,2.386769616318573,1.9066955930795455
2025-03-07,"TSLA, MSFT",-0.030194292768637776,2,-0.03137059037879909,0.036995493651949714,0.04094121012465354,0.001,0.001,0.002,-0.03219429276863778,2.3147027957521606,1.845310876935271
2025-03-14,"TSLA, MSFT",0.000934208259014746,2,0.005813650838962093,0.01722869326641439,0.036995493651949714,0.001,0.001,0.002,-0.001065791740985254,2.316865210221117,1.8433441598430833
2025-03-21,"JNJ, MSFT",-0.015678476058278823,2,-0.004789868623614202,0.03293171578888379,0.01722869326641439,0.001,0.001,0.002,-0.017678476058278825,2.280540294492406,1.8107566442461291
2025-03-28,"JNJ, MSFT",-0.05700370114818376,2,-0.09128593556352267,0.03242152856449736,0.03293171578888379,0.001,0.001,0.002,-0.05900370114818376,2.1505410570887697,1.7039153003569425
2025-04-04,"META, AMZN",0.07903158951737377,2,0.06625706397311806,0.03350913017059139,0.03242152856449736,0.001,0.001,0.002,0.07703158951737377,2.320501735152868,1.8351706043464113
2025-04-11,"BRK.B, TSLA",-0.027308239446019844,2,-0.02870255178340141,0.03392675791290749,0.03350913017059139,0.001,0.001,0.002,-0.029308239446019846,2.2571329181344093,1.78138498484993
2025-04-18,"TSLA, META",0.13593122679085756,2,0.06391811497947958,0.05384873895780732,0.03392675791290749,0.001,0.001,0.002,0.13393122679085756,2.5639477647264477,2.0199680612576945
2025-04-25,"BRK.B, AAPL",-0.0010647959431484555,2,0.03093968515834027,0.04039632607218544,0.05384873895780732,0.001,0.001,0.002,-0.0030647959431484555,2.5612176835481226,2.0137772713382622
2025-05-02,"JPM, JNJ",-0.0049564159017339016,2,-0.009093361930538923,0.03258230489597335,0.04039632607218544,0.001,0.001,0.002,-0.006956415901733902,2.5485232234935826,1.9997685991053744
2025-05-09,"V, TSLA",0.10540478323841096,2,0.05868825436798915,0.052507224217464114,0.03258230489597335,0.001,0.001,0.002,0.10340478323841096,2.8171497614439804,2.206554237622846
2025-05-16,"JNJ, META",-0.005050038443212557,2,-0.021226289683027533,0.024870982048752606,0.052507224217464114,0.001,0.001,0.002,-0.007050038443212557,2.802923046848401,2.1909979454205715
2025-05-23,"META, JNJ",0.028061657178487964,2,0.021426994932529354,0.009519845714043594,0.024870982048752606,0.001,0.001,0.002,0.026061657178487962,2.881577712486744,2.248098982752894
2025-05-30,"MSFT, JNJ",0.010303015747456623,2,0.0018006505025033315,0.05884588926535303,0.009519845714043594,0.001,0.001,0.002,0.008303015747456623,2.911266653036015,2.266764984008532
2025-06-06,"TSLA, JNJ",0.05778744651229195,2,0.0005454124268141402,0.04077900408160672,0.05884588926535303,0.001,0.001,0.002,0.05578744651229195,3.0795013190313525,2.3932220143098446
2025-06-13,"GOOGL, META",-0.022982503984579683,2,-0.00932994060309238,0.02848180925209427,0.04077900408160672,0.001,0.001,0.002,-0.024982503984579685,3.008726667696196,2.3334333358013652
2025-06-20,"MSFT, JPM",0.04143581137392882,2,0.034809851606682415,0.028849993091584546,0.02848180925209427,0.001,0.001,0.002,0.03943581137392882,3.133395698374565,2.4254541726856655
2025-06-27,"MSFT, BRK.B",0.002223718642469008,2,0.011599712767458659,0.02652729636442796,0.028849993091584546,0.001,0.001,0.002,0.00022371864246900804,3.1403634888032728,2.4259967920005496
2025-07-04,"MSFT, BRK.B",-0.004932240369240115,2,-0.007372573722249453,0.015037142380475894,0.02652729636442796,0.001,0.001,0.002,-0.006932240369240115,3.1248744612297097,2.4091791991033964
2025-07-11,"MSFT, BRK.B",0.004521047479744689,2,0.013607149595178347,0.021643981262218424,0.015037142380475894,0.001,0.001,0.002,0.0025210474797446886,3.1390021670371704,2.4152528542515497
2025-07-18,"MSFT, BRK.B",0.014425834567004747,2,0.01559236335303037,0.02241632283446951,0.021643981262218424,0.001,0.001,0.002,0.012425834567004747,3.184284893004318,2.4452643866559653
2025-07-25,"MSFT, BRK.B",-0.0014771594660435983,2,-0.022619917752155015,0.03705729241097914,0.02241632283446951,0.001,0.001,0.002,-0.0034771594660435983,3.1795811964320366,2.4367618124469255
2025-08-01,"BRK.B, MSFT",-0.009842133579610723,2,0.03567144014967103,0.0481528944421871,0.03705729241097914,0.001,0.001,0.002,-0.011842133579610723,3.148287333569534,2.4079053535622346
2025-08-08,"BRK.B, MSFT",0.010886243649244898,2,0.015563781232243723,0.01224944742119474,0.0481528944421871,0.001,0.001,0.002,0.008886243649244898,3.1825603565606038,2.42930258721831
2025-08-15,"MSFT, BRK.B",0.0007270859074205438,2,0.002696596505250626,0.022991541978566874,0.01224944742119474,0.001,0.001,0.002,-0.0012729140925794562,3.1848743513453748,2.4262102937198997
2025-08-22,"MSFT, AAPL",0.00908306881493448,2,0.005905675124556897,0.018460131004193317,0.022991541978566874,0.001,0.001,0.002,0.007083068814934481,3.213802784245565,2.4433953081898205
2025-08-29,"MSFT, JNJ",-0.00797974760526482,2,0.015022878943701912,0.04009460084879027,0.018460131004193317,0.001,0.001,0.002,-0.00997974760526482,3.1881574491741884,2.419010839714198
2025-09-05,"JNJ, MSFT",0.014013712777228682,2,0.016436360976289043,0.0451649859714241,0.04009460084879027,0.001,0.001,0.002,0.012013712777228682,3.232835371955497,2.448072141147527
2025-09-12,"JNJ, GOOGL",0.02365268181723379,2,0.02630025889796871,0.02745318074758325,0.0451649859714241,0.001,0.001,0.002,0.021652681817233788,3.3093005983758594,2.5010794682854285
2025-09-19,"GOOGL, JNJ",-0.006067659816375026,2,-0.003859060125202707,0.031753589680895145,0.02745318074758325,0.001,0.001,0.002,-0.008067659816375026,3.289220888114788,2.4809016099615815
2025-09-26,"TSLA, JNJ",0.012845080613156923,2,0.0011870517623288833,0.02792285303369596,0.031753589680895145,0.001,0.001,0.002,0.010845080613156923,3.3314711955771026,2.507807187914926
2025-10-03,"MSFT, BRK.B",-0.015819737639712506,2,-0.020799200108312,0.01723478518770586,0.02792285303369596,0.001,0.001,0.002,-0.017819737639712507,3.2787681953088135,2.463118721775297
2025-10-10,"BRK.B, MSFT",0.005926935182433368,2,0.017164297487515755,0.029200217751580937,0.01723478518770586,0.001,0.001,0.002,0.003926935182433368,3.298201241880633,2.472791229342347
2025-10-17,"BRK.B, TSLA",-0.006687179063596116,2,0.01675069456541308,0.022037631931144424,0.029200217751580937,0.001,0.001,0.002,-0.008687179063596116,3.2761455795884022,2.45130964914616
